adjusted_appropriation,fund_no,dept_no,activity_code,object_code,sub_object_code,account_description,department
2234534,1000,390,440190,700,000,HEALTH DEPT CONTRIBUTIONS,Transfers
483263,1000,390,440600,700,000,ANIMAL CONTROL TRANSFER,Transfers
1760,1000,390,449000,700,000,GRANTS & CONTRIBUTIONS,Transfers
30000,1000,390,450610,700,000,UNITED WAY CONTRIBUTION,Transfers
0,1000,390,490500,620,000,INTEREST / SERVICE FEES,Transfers
55000,1000,390,510110,500,000,FIXED CHARGES,Transfers
0,1000,390,510110,550,000,MERCHANT SERVICE FEES,Transfers
25000,1000,390,510250,230,000,REIMBURSEABLE LOSSES-REPAIR/MAINTENANCE,Transfers
375845,1000,390,510300,845,000,CONTINGENCY,Transfers
1671250,1000,390,510330,500,000,COMPREHENSIVE INSURANCE-FIXED,Transfers
50000,1211,370,460510,220,000,OPERATING SUPPLIES,Transfers
200000,1211,370,460510,350,000,PROFESSIONAL SERVICES,Transfers
20000,1212,370,460511,220,000,OPERATING SUPPLIES,Transfers
15000,1212,370,460511,230,000,REPAIR/MAINTENANCE,Transfers
60000,1212,370,460511,350,000,PROFESSIONAL SERVICES,Transfers
20000,1212,370,460511,390,000,OTHER PURCHASED SERVICES,Transfers
131945,1212,370,460511,930,000,IMPROVEMENTS,Transfers
85415,1212,370,460511,940,000,MACHINERY & EQUIPMENT,Transfers
10000,1216,370,460411,350,000,PROFESSIONAL SERVICES,Transfers
317926,1216,370,460411,930,000,IMPROVEMENTS,Transfers
0,1216,370,460439,110,000,SALARIES AND WAGES,Transfers
0,1216,370,460439,110,241,SUFR URBAN FOREST GRANT,Transfers
0,1216,370,460439,120,000,OVERTIME,Transfers
0,1216,370,460439,140,000,EMPLOYER CONTRIBUTIONS,Transfers
0,1216,370,460439,140,241,SUFR URBAN FOREST GRANT,Transfers
10000,1216,370,460439,220,000,OPERATING SUPPLIES,Transfers
0,1216,370,460439,220,241,SUFR URBAN FOREST GRANT,Transfers
5000,1216,370,460439,230,000,REPAIR/MAINTENANCE,Transfers
40000,1216,370,460439,350,000,PROFESSIONAL SERVICES,Transfers
0,1216,370,460439,350,241,SUFR URBAN FOREST GRANT,Transfers
20000,1216,370,460439,930,000,IMPROVEMENTS,Transfers
7500,1216,370,460441,220,000,OPERATING SUPPLIES,Transfers
5000,1216,370,460441,230,000,REPAIR/MAINTENANCE,Transfers
1100,1216,370,460441,240,000,OTHER SUPPLIES,Transfers
12500,1216,370,460441,350,000,PROFESSIONAL SERVICES,Transfers
10000,1216,370,460441,360,000,REPAIR & MAINTENANCE,Transfers
40000,1216,370,460441,390,000,OTHER PURCHASED SERVICES,Transfers
50000,1216,370,460441,930,000,IMPROVEMENTS,Transfers
5000,1216,370,460470,220,000,MORE/OPERATING SUPPLIES,Transfers
5000,1216,370,460470,230,000,MORE/REPAI & MAINTENANCE,Transfers
10000,1216,370,460470,350,000,MORE/PROFESSIONAL SERVICES,Transfers
10000,1216,370,460470,390,000,OTHER PURCHASED SERVICES,Transfers
15000,1216,370,460471,220,000,REC ADULT/OPERATING SUPPLIES,Transfers
20000,1216,370,460473,220,000,OPERATING SUPPLIES,Transfers
5000,1216,370,460473,230,000,REPAIR/MAINTENANCE,Transfers
5000,1216,370,460473,350,000,PROFESSIONAL SERVICES,Transfers
40000,1216,370,460473,390,000,OTHER PURCHASED SERVICES,Transfers
25000,1216,370,460476,845,000,CONTINGENCY,Transfers
10000,1216,370,460484,220,000,OPERATING SUPPLIES,Transfers
5000,1216,370,460484,230,000,REPAIR/MAINTENANCE,Transfers
94700,1216,370,460484,350,000,PROFESSIONAL SERVICES,Transfers
150,1216,370,460484,370,000,TRAVEL,Transfers
150,1216,370,460484,380,000,TRAINING,Transfers
6800,1216,370,460484,930,000,IMPROVEMENTS,Transfers
2000,1216,370,460500,220,000,OPERATING SUPPLIES,Transfers
0,1216,370,460500,350,000,PROFESSIONAL SERVICES,Transfers
0,1216,370,460501,220,000,OPERATING SUPPLIES,Transfers
0,1216,370,460501,350,000,PROFESSIONAL SERVICES,Transfers
100000,1216,370,460501,920,000,BUILDINGS,Transfers
50000,1216,370,460501,930,000,IMPROVEMENTS,Transfers
0,1219,370,460401,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
118455,1219,370,460441,110,000,SALARIES AND WAGES,Transfers
2000,1219,370,460441,120,000,OVERTIME,Transfers
58940,1219,370,460441,140,000,EMPLOYER CONTRIBUTIONS,Transfers
95,1219,370,460441,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
0,1219,370,460441,210,000,OFFICE SUPPLIES,Transfers
7800,1219,370,460441,220,000,OPERATING SUPPLIES,Transfers
1050,1219,370,460441,310,000,COMMUNICATIONS,Transfers
2000,1219,370,460441,320,000,PRINTING & DUPLICATING,Transfers
2000,1219,370,460441,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
1402,1219,370,460441,340,000,WASTEWATER,Transfers
16302,1219,370,460441,341,000,ELECTRICITY & NATURAL GAS,Transfers
3859,1219,370,460441,343,000,WATER CHARGES,Transfers
3245,1219,370,460441,344,000,TELEPHONE SERVICE,Transfers
2812,1219,370,460441,345,000,GARBAGE,Transfers
3000,1219,370,460441,350,000,PROFESSIONAL SERVICES,Transfers
3000,1219,370,460441,380,000,TRAINING,Transfers
0,1219,370,460441,390,000,OTHER PURCHASED SERVICES,Transfers
17991,1219,370,460441,500,000,FIXED CHARGES,Transfers
5000,1219,370,460441,930,000,IMPROVEMENTS,Transfers
2000,1219,370,460473,220,000,OPERATING SUPPLIES,Transfers
0,1219,370,460473,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
5000,1219,370,460473,350,000,PROFESSIONAL SERVICES,Transfers
0,1219,370,460473,390,000,OTHER PURCHASED SERVICES,Transfers
60833,1219,370,460477,110,000,SALARIES AND WAGES,Transfers
0,1219,370,460477,120,000,OVERTIME,Transfers
18855,1219,370,460477,140,000,EMPLOYER CONTRIBUTIONS,Transfers
59,1219,370,460477,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
9000,1219,370,460477,220,000,OPERATING SUPPLIES,Transfers
0,1219,370,460477,320,000,PRINTING & DUPLICATING,Transfers
0,1219,370,460477,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
2000,1219,370,460477,350,000,PROFESSIONAL SERVICES,Transfers
0,1219,370,460477,360,000,REPAIR & MAINTENANCE,Transfers
0,1219,370,510110,550,000,MERCHANT SERVICE FEES,Transfers
183887,1221,370,460503,110,000,SALARIES AND WAGES,Transfers
2000,1221,370,460503,120,000,OVERTIME,Transfers
0,1221,370,460503,130,000,OTHER,Transfers
87074,1221,370,460503,140,000,EMPLOYER CONTRIBUTIONS,Transfers
178,1221,370,460503,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
75250,1221,370,460503,220,000,OPERATING SUPPLIES,Transfers
29275,1221,370,460503,231,000,GASOLINE,Transfers
7560,1221,370,460503,235,000,VEHICLE REPAIR/MAINTENANCE,Transfers
0,1221,370,460503,340,000,WASTEWATER,Transfers
42550.83,1221,370,460503,341,000,ELECTRICITY & NATURAL GAS,Transfers
7233.24,1221,370,460503,342,000,STORM WATER,Transfers
7408.7,1221,370,460503,343,000,WATER CHARGES,Transfers
22660,1221,370,460503,344,000,TELEPHONE SERVICE,Transfers
23170.35,1221,370,460503,345,000,GARBAGE,Transfers
74962.44,1221,370,460503,350,000,PROFESSIONAL SERVICES,Transfers
2000,1221,370,460503,380,000,TRAINING,Transfers
12991,1221,370,460503,500,000,FIXED CHARGES,Transfers
0,1221,370,460520,350,000,PROFESSIONAL SERVICES,Transfers
146967,1221,370,460520,930,000,IMPROVEMENTS,Transfers
3217000,1225,300,420460,120,000,OVERTIME,Fire
0,1225,300,420460,121,000,OUTSIDE HIRE OVERTIME,Fire
141758,1225,300,420460,140,000,EMPLOYER CONTRIBUTIONS,Fire
3217,1225,300,420460,141,000,STATE RETIREMENT CONTRIBUTIONS,Fire
100000,1225,300,420460,220,000,OPERATING SUPPLIES,Fire
150000,1242,340,430920,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
150000,1242,340,430920,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
45000,1242,340,430920,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
1000,1242,340,430930,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
1500,1242,340,430930,845,000,CONTINGENCY,"Public Works, Mobility, & Infrastructure"
35000,1242,340,430930,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
500,1243,340,430930,845,000,CONTINGENCY,"Public Works, Mobility, & Infrastructure"
36000,1251,246,430220,350,000,PROFESSIONAL SERVICES,Facilities Maintenance
30000,1251,246,430220,360,000,REPAIR & MAINTENANCE,Facilities Maintenance
21000,1251,246,431350,350,000,PROFESSIONAL SERVICES,Facilities Maintenance
60000,1251,246,431350,360,000,REPAIR & MAINTENANCE,Facilities Maintenance
0,1251,250,470000,341,000,ELECTRICITY & NATURAL GAS,"Community Planning, Development, & Innovation"
0,1251,370,469003,341,000,ELECTRICITY & NATURAL GAS,Transfers
0,1251,370,469003,345,000,GARBAGE,Transfers
0,1251,370,469003,350,000,PROFESSIONAL SERVICES,Transfers
15904,1265,240,411850,350,000,PROFESSIONAL SERVICES,Finance
63618,1265,240,411850,700,000,GRANTS & CONTRIBUTIONS,Finance
0,2321,390,460400,350,000,PROFESSIONAL SERVICES,Transfers
500000,2321,390,510000,930,000,IMPROVEMENTS,Transfers
500,2365,220,460451,390,000,OTHER PURCHASED SERVICES,Administration
6100,2365,220,460457,350,000,PROFESSIONAL SERVICES,Administration
7500,2365,220,460459,930,000,IMPROVEMENTS,Administration
340040,2384,370,460484,110,000,SALARIES AND WAGES,Transfers
0,2384,370,460484,120,000,OVERTIME,Transfers
0,2384,370,460484,130,000,OTHER,Transfers
159274,2384,370,460484,140,000,EMPLOYER CONTRIBUTIONS,Transfers
274,2384,370,460484,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
0,2384,370,460484,350,000,PROFESSIONAL SERVICES,Transfers
21651,2384,370,460484,500,000,FIXED CHARGES,Transfers
2500,2384,370,469000,220,000,OPERATING SUPPLIES,Transfers
17892,2384,370,490504,610,000,PRINCIPAL,Transfers
2415,2384,370,490504,620,000,INTEREST / SERVICE FEES,Transfers
85850,2389,390,411810,350,000,PROFESSIONAL SERVICES,Transfers
448000,2389,390,411810,700,000,GRANTS & CONTRIBUTIONS,Transfers
37567,2389,390,411810,940,000,MACHINERY & EQUIPMENT,Transfers
1800,2390,290,420142,220,000,OPERATING SUPPLIES,Police
500,2390,290,420142,370,000,TRAVEL,Police
250,2390,290,420142,500,000,FIXED CHARGES,Police
1421994,2394,310,420500,110,000,SALARIES AND WAGES,"Community Planning, Development, & Innovation"
10000,2394,310,420500,120,000,OVERTIME,"Community Planning, Development, & Innovation"
12480,2394,310,420500,130,000,OTHER,"Community Planning, Development, & Innovation"
510647,2394,310,420500,140,000,EMPLOYER CONTRIBUTIONS,"Community Planning, Development, & Innovation"
1386,2394,310,420500,141,000,STATE RETIREMENT CONTRIBUTIONS,"Community Planning, Development, & Innovation"
8000,2394,310,420500,210,000,OFFICE SUPPLIES,"Community Planning, Development, & Innovation"
19000,2394,310,420500,220,000,OPERATING SUPPLIES,"Community Planning, Development, & Innovation"
3000,2394,310,420500,230,000,REPAIR/MAINTENANCE,"Community Planning, Development, & Innovation"
9000,2394,310,420500,231,000,GASOLINE,"Community Planning, Development, & Innovation"
500,2394,310,420500,310,000,COMMUNICATIONS,"Community Planning, Development, & Innovation"
1500,2394,310,420500,320,000,PRINTING & DUPLICATING,"Community Planning, Development, & Innovation"
3000,2394,310,420500,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Community Planning, Development, & Innovation"
17500,2394,310,420500,344,000,TELEPHONE SERVICE,"Community Planning, Development, & Innovation"
452714,2394,310,420500,350,000,PROFESSIONAL SERVICES,"Community Planning, Development, & Innovation"
142678,2394,310,420500,360,000,REPAIR & MAINTENANCE,"Community Planning, Development, & Innovation"
6000,2394,310,420500,370,000,TRAVEL,"Community Planning, Development, & Innovation"
14000,2394,310,420500,380,000,TRAINING,"Community Planning, Development, & Innovation"
442005,2394,310,420500,500,000,FIXED CHARGES,"Community Planning, Development, & Innovation"
270000,2394,310,420500,940,000,MACHINERY & EQUIPMENT,"Community Planning, Development, & Innovation"
60000,2394,310,510110,500,000,FIXED CHARGES,"Community Planning, Development, & Innovation"
0,2394,310,510110,550,000,MERCHANT SERVICE FEES,"Community Planning, Development, & Innovation"
15000,2399,310,420510,845,000,CONTINGENCY,"Community Planning, Development, & Innovation"
373034,2400,280,430263,341,000,ELECTRICITY & NATURAL GAS,Transfers
11500,2400,280,430263,350,000,PROFESSIONAL SERVICES,Transfers
83322,2500,390,521000,345,000,GARBAGE,Transfers
10780,2512,280,411000,700,000,GRANTS & CONTRIBUTIONS,Transfers
637954,2512,280,430100,110,000,SALARIES AND WAGES,Transfers
0,2512,280,430100,120,000,OVERTIME,Transfers
209184,2512,280,430100,140,000,EMPLOYER CONTRIBUTIONS,Transfers
613,2512,280,430100,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
2952,2512,280,430100,210,000,OFFICE SUPPLIES,Transfers
6500,2512,280,430100,220,000,OPERATING SUPPLIES,Transfers
50,2512,280,430100,230,000,REPAIR/MAINTENANCE,Transfers
349,2512,280,430100,231,000,GASOLINE,Transfers
350,2512,280,430100,235,000,VEHICLE REPAIR/MAINTENANCE,Transfers
1521,2512,280,430100,310,000,COMMUNICATIONS,Transfers
500,2512,280,430100,320,000,PRINTING & DUPLICATING,Transfers
2000,2512,280,430100,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
3300,2512,280,430100,341,000,ELECTRICITY & NATURAL GAS,Transfers
250,2512,280,430100,343,000,WATER CHARGES,Transfers
3313,2512,280,430100,344,000,TELEPHONE SERVICE,Transfers
330,2512,280,430100,345,000,GARBAGE,Transfers
9884,2512,280,430100,350,000,PROFESSIONAL SERVICES,Transfers
1840,2512,280,430100,360,000,REPAIR & MAINTENANCE,Transfers
1150,2512,280,430100,370,000,TRAVEL,Transfers
3880,2512,280,430100,380,000,TRAINING,Transfers
647080,2512,280,430100,500,000,FIXED CHARGES,Transfers
0,2512,280,430100,910,000,LAND,Transfers
14000,2512,280,430250,230,000,REPAIR/MAINTENANCE,Transfers
6000,2512,280,430250,360,000,REPAIR & MAINTENANCE,Transfers
465000,2512,280,430262,930,000,IMPROVEMENTS,Transfers
1491807,2512,280,431400,110,000,SALARIES AND WAGES,Transfers
0,2512,280,431400,120,000,OVERTIME,Transfers
495508,2512,280,431400,140,000,EMPLOYER CONTRIBUTIONS,Transfers
1438,2512,280,431400,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
10000,2512,280,431400,210,000,OFFICE SUPPLIES,Transfers
5850,2512,280,431400,220,000,OPERATING SUPPLIES,Transfers
7700,2512,280,431400,231,000,GASOLINE,Transfers
2691,2512,280,431400,235,000,VEHICLE REPAIR/MAINTENANCE,Transfers
569,2512,280,431400,310,000,COMMUNICATIONS,Transfers
1000,2512,280,431400,320,000,PRINTING & DUPLICATING,Transfers
8700,2512,280,431400,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
4939,2512,280,431400,341,000,ELECTRICITY & NATURAL GAS,Transfers
431,2512,280,431400,343,000,WATER CHARGES,Transfers
11237,2512,280,431400,344,000,TELEPHONE SERVICE,Transfers
100,2512,280,431400,345,000,GARBAGE,Transfers
135206,2512,280,431400,350,000,PROFESSIONAL SERVICES,Transfers
67441,2512,280,431400,360,000,REPAIR & MAINTENANCE,Transfers
6500,2512,280,431400,370,000,TRAVEL,Transfers
7250,2512,280,431400,380,000,TRAINING,Transfers
7890,2512,280,439000,220,000,OPERATING SUPPLIES,Transfers
17000,2512,280,490200,610,000,PRINCIPAL,Transfers
70068,2512,280,490200,620,000,INTEREST / SERVICE FEES,Transfers
840341,2512,280,490504,610,000,PRINCIPAL,Transfers
57260,2512,280,490504,620,000,INTEREST / SERVICE FEES,Transfers
0,2512,280,510110,550,000,MERCHANT SERVICE FEES,Transfers
0,2512,320,430210,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
1149,2512,320,430210,210,000,OFFICE SUPPLIES,"Public Works, Mobility, & Infrastructure"
18923,2512,320,430210,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
0,2512,320,430210,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
8000,2512,320,430210,320,000,PRINTING & DUPLICATING,"Public Works, Mobility, & Infrastructure"
1000,2512,320,430210,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
0,2512,320,430210,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
11025,2512,320,430210,343,000,WATER CHARGES,"Public Works, Mobility, & Infrastructure"
1821,2512,320,430210,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
0,2512,320,430210,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
1000,2512,320,430210,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
2300,2512,320,430210,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
1500,2512,320,430210,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
0,2512,320,430210,390,000,OTHER PURCHASED SERVICES,"Public Works, Mobility, & Infrastructure"
0,2512,320,430210,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
1537606,2512,320,430230,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
12090,2512,320,430230,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
33202,2512,320,430230,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
623947,2512,320,430230,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
1505,2512,320,430230,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
7826,2512,320,430230,220,000,STREET RESTORATION/OPERATING SUPP,"Public Works, Mobility, & Infrastructure"
123543,2512,320,430230,230,000,STREET RESTORATION/MAINT & REPAIR,"Public Works, Mobility, & Infrastructure"
119644,2512,320,430230,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
5000,2512,320,430230,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
15000,2512,320,430230,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
3120,2512,320,430230,390,000,OTHER PURCHASED SERVICES,"Public Works, Mobility, & Infrastructure"
610274,2512,320,430230,400,000,BUILDING MATERIALS,"Public Works, Mobility, & Infrastructure"
0,2512,320,430230,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
5500,2512,320,430230,530,000,RENT,"Public Works, Mobility, & Infrastructure"
408500,2512,320,430231,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
0,2512,320,430239,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
250000,2512,320,430241,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
0,2512,320,430250,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
268467,2512,320,430251,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
2111,2512,320,430251,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
5344,2512,320,430251,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
108884,2512,320,430251,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
262,2512,320,430251,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
227732,2512,320,430251,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
93510,2512,320,430251,230,000,SNOW/ICE CTRL REPAIR & MAINT,"Public Works, Mobility, & Infrastructure"
131337,2512,320,430251,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
2000,2512,320,430251,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
3223,2512,320,430251,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
634569,2512,320,430252,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
4989,2512,320,430252,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
12640,2512,320,430252,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
257366,2512,320,430252,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
624,2512,320,430252,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
4342,2512,320,430252,220,000,STREET CLEANING/OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
51777,2512,320,430252,230,000,STREET CLEANING/REPAIR & MAINT,"Public Works, Mobility, & Infrastructure"
41340,2512,320,430252,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
9000,2512,320,430252,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
15190,2512,320,430252,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
86644,2512,320,430252,530,000,RENT,"Public Works, Mobility, & Infrastructure"
16275,2512,320,430263,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
202499,2512,320,430263,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
104111,2512,320,430264,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
0,2512,320,430264,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
2049,2512,320,430264,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
41405,2512,320,430264,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
102,2512,320,430264,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
350,2512,320,430264,210,000,OFFICE SUPPLIES,"Public Works, Mobility, & Infrastructure"
235,2512,320,430264,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
25903,2512,320,430264,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
3219,2512,320,430264,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
500,2512,320,430264,235,000,VEHICLE REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
13880,2512,320,430264,240,000,OTHER SUPPLIES,"Public Works, Mobility, & Infrastructure"
17342,2512,320,430264,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
200,2512,320,430264,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
1100,2512,320,430264,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
150,2512,320,430264,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
10950,2512,320,430264,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
428877,2512,320,430265,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
2882,2512,320,430265,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
171680,2512,320,430265,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
413,2512,320,430265,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
200,2512,320,430265,210,000,OFFICE SUPPLIES,"Public Works, Mobility, & Infrastructure"
33992,2512,320,430265,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
108500,2512,320,430265,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
9848,2512,320,430265,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
60925,2512,320,430265,240,000,OTHER SUPPLIES,"Public Works, Mobility, & Infrastructure"
900,2512,320,430265,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
224,2512,320,430265,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
200,2512,320,430265,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
3987,2512,320,430265,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
500,2512,320,430265,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
193349,2512,320,430270,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
0,2512,320,430270,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
3804,2512,320,430270,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
76894,2512,320,430270,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
190,2512,320,430270,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
2675,2512,320,430270,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
11447,2512,320,430270,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
3093,2512,320,430270,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
180,2512,320,430270,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
3812,2512,320,430270,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
1263,2512,320,430270,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
100,2512,320,430270,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
740,2512,320,430270,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
0,2512,320,430270,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
500,2512,320,430890,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
10000,2512,320,430890,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
40000,2512,320,430890,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
51000,2512,320,431200,400,000,BUILDING MATERIALS,"Public Works, Mobility, & Infrastructure"
6000,2512,320,439000,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
312117,2512,320,439000,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
129443,2512,340,430910,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
0,2512,340,430910,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
53960,2512,340,430910,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
125,2512,340,430910,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
3570,2512,340,430910,210,000,OFFICE SUPPLIES,"Public Works, Mobility, & Infrastructure"
1500,2512,340,430910,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
3545,2512,340,430910,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
775,2512,340,430910,320,000,PRINTING & DUPLICATING,"Public Works, Mobility, & Infrastructure"
813,2512,340,430910,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
2400,2512,340,430910,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
600,2512,340,430910,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
0,2512,340,430910,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
706,2512,340,430910,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
7758,2512,340,430920,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
0,2512,340,430920,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
