fund,dept_no,activity,program_title_h8,requested_title_change_i9,department_h6,ftes_h36,personnel_g27,o&m_g28,debt_g29,grant_g30,transfers_g31,capital_g32,total_expenditures_g33,cost_recovery_e58_yn,cost_recovery_p24_percent,description_e12,additional_activities_e20,mandate_e41_yn,mandate_h41_entity,mandate_e43_descript,service_level_e47_yn,service_level_h47_entity,service_level_e49_descript,reliance_e53_level,reliance_e55_high_descript,strategic_goal_e64_yn,strategic_goal_e66_name,strategic_goal_e68_action_descript,strategic_goal_e74_additional_actions,strategic_goal_e80_2nd_additional_actions,trend_demand_e87_level,trend_demand_e89_descript,risk_e93_type,risk_e95_descript
2512,340,430920,FACILITIES,Cemetery Facitilties,"Public Works, Mobility, & Infrastructure",0.15,11186.0,22632.0,0,0.0,0,0.0,33818.0,No,0.0,Expenditures related to the operation and maintenance of the cemetery facility.,0,No,0,0,No,0,0,Low,0,Yes,Community Design and Livability,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.",0,0,Demand for service is increasing,Inflation is driving prices higher,Low/No Risk,0
2512,340,430930,GROUNDS MAINTENANCE,Cemetery Grounds Maintenance,"Public Works, Mobility, & Infrastructure",5.15,309810.0,86430.0,0,0.0,0,0.0,396240.0,Yes,0.0357813446396124,Expenditures related to the maintenance of the cemetery grounds.,0,No,0,0,No,0,0,Medium,0,Yes,Community Design and Livability,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.",0,0,Demand for service is stable,0,Low/No Risk,0
2512,340,430940,BURIALS,Cemetery Burials,"Public Works, Mobility, & Infrastructure",0.0,104507.0,13185.0,0,0.0,0,0.0,117692.0,Yes,0.243652924582809,Expeditures related to the burial services at the cemetery.,0,No,0,0,Yes,Required by State Law,Following State laws for cemeteries,Low,0,No,0,0,0,0,Demand for service is stable,Demand is stable but burial trends and types are evolving,Low/No Risk,0
2384,370,490504,DEBT SERVICE,Rolling Stock Debt Service,Debt Service,0.0,0.0,0.0,20307,0.0,0,0.0,20307.0,No,0.0,"Activity related to the provision of debt services related to the Conservation and Stewardship Mill Levy.  Equipment and vehicles. There are currently 3 issuances, with interest rates between 2.7% and 3.42%, with the final payment due date on 05/18/2029. This debt service is paid from Open Space Levy revenues.",0,Yes,Other Requirement,0,Yes,Bond holders,0,High,Internal Organizational (City) Dependence,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
2513,370,490200,REVENUE BOND DEBT SERVICE,0,Debt Service,0.0,0.0,0.0,333378,0.0,0,0.0,333378.0,No,0.0,Activity related to debt obligations from limited revenue bonds backed by Park District #1 assessment revenue.,0,0,0,0,Yes,Required by State Law,0,Medium,0,Yes,"Community Safety, Health and Well-Being",Work with service partners to identify a sustainable funding source for youth program scholarships.,Ensure base funding for the City’s equity efforts.,0,Demand for service is evolving,0,Changes in the Operating Environment,0
2513,370,490504,DEBT SERVICE,Rolling Stock Debt Service,Debt Service,0.0,0.0,0.0,171247,0.0,0,0.0,171247.0,No,0.0,"Activity related to the provision of debt services related to Park District rolling stock debt service. Vehicles and equipment. There are currently 10 issuances, with interest rates between 1.75% and 4.15%, with the final payment due date on 05/09/2033. This debt service is paid from Park District Assessments.",0,Yes,Other Requirement,0,Yes,Bond holders,0,High,Internal Organizational (City) Dependence,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
1211,370,460510,PARK ACQUISITION & DEV,0,Parks & Recreation,0.0,0.0,250000.0,0,0.0,0,0.0,250000.0,Yes,0.6,Activity related to the provision of services pertaining to development of park amenities resulting from revenues association with cash in lieu of parkland dedication. Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to postive fund balance from previous years,Per MCA,Yes,Required by State Law,Cash in Lieu is dictated by Montana Code Anotated requirements,Yes,Required by State Law,Montana Code Annotated,Medium,0,Yes,Community Design and Livability,"Create regulations and incentives that support sustainable and equitable development and a diversity of housing types, including housing that meets unique and basic needs.",Promote regulations that increase urban tree canopy to combat urban heat desert effect.,0,Demand for service is stable,0,Low/No Risk,0
1212,370,460511,PARK ENTERPRISE,0,Parks & Recreation,0.0,0.0,115000.0,0,0.0,0,217360.0,332360.0,Yes,0.07221085569864,Expending authority related to fee for service generating activites to maintain equipment/facilities.  Expending authority generated from percentage of fee for service revenues from multiple program areas. Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to positive fund balance from previous years,"Multiple program areas are covered: (Soccer, Softball, Tennis Rope Course, resident cards, youth programs etc)",No,0,0,No,0,0,High,Significant Public Investment,Yes,Community Design and Livability,0,"Develop parks and recreation acceptable levels of services and access by all residents, particularly in underserved and growing neighborhoods.",0,Demand for service is increasing,Greater use of Parks and Recreation facilities and programs results in Enterprise Funds to be used for maintaining related infrastructure,Financial Risk,Risk of increased deferred maintenance on program and recreation related facilities and equipment
1216,370,460411,NMT ADMIN,"Planning, Development and Aquisition",Parks & Recreation,0.0,0.0,10000.0,0,0.0,0,317926.0,327926.0,Yes,0.609893695528869,"Activity related to the provision of park amentity improvement services tied to grants or donations. Fee offset component.  Acquisition, planning and development of new and existing public facilities 
Review and approval of components of subdivisions and other private development projects.  Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to positive fund balance from previous years",0,No,0,0,Yes,Granting Agency,Donors or Grantors. Private development review and aproval is required by city code.  State law dictates parkland dedication requirements,High,Lack of Readily Available alternatives,Yes,Community Design and Livability,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.",Prioritize climate and environmental sustainability projects such as Clark Fork River Access and Restoration; Flynn-Lowney ditch restoration; reforesting of urban centers and addressing aging and failing urban forest; and rehabilitation of Fort Missoula Ponds to wildlife parkland and wetlands.,"Update the Parks, Recreation, Open Space, and Trails (PROST) Plan, applying an equity and climate lens to meet needs of the community and following the Growth Policy.",Demand for service is increasing,"need for parks, trails and recreational facilities is linked to population growth.  Aging infrastructure needs repairs or replacement.  fast paced private development requires signifiant staff time and often includes impats to existing facilities or new park and trail design/development projects.  Public demand for open space preservation/aquisition continues to increase",Financial Risk,"projects typically require a mix of public, private donations, and grant funding.  Availability of funding directly effects ability to plan for the future, complete projects, aquire and protect open space"
1216,370,460439,URBAN FORESTRY\ GREENWAY & HORTICULTURE,Urban Forestry,Parks & Recreation,0.0,0.0,55000.0,0,0.0,0,20000.0,75000.0,Yes,0.133333333333333,"Activity related to the provision of urban forestry services tied to grants, donations and tree dedications.  Fee offset component. Missoula Urban Forestry is responsible for the maintenance/management of an estimated 40,000+ trees located in City rights-of-way, parks, open spaces, and other city owned parcels. Much of this work is supported an made possible by grants and donations.Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to potential postive fund balance from previous years.",blank,No,0,0,Yes,Granting Agency,"Urban Forestry has received various federal grant awards that have been predominantly been managed by MT DNRC.  These grants do mandate that the grantee have an Urban Forest Management Plan, Tree Establishment Plan (for planting grants), an Urban Tree Ordinance (12.32), etc. 
.",High,Lack of Readily Available alternatives,Yes,Community Design and Livability,Prioritize climate and environmental sustainability projects such as Clark Fork River Access and Restoration; Flynn-Lowney ditch restoration; reforesting of urban centers and addressing aging and failing urban forest; and rehabilitation of Fort Missoula Ponds to wildlife parkland and wetlands.,Promote regulations that increase urban tree canopy to combat urban heat desert effect.,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.",Demand for service is increasing,Much of our work is not possible without grants. We also are seeing an increase in dedication tree requests which require donations.,Changes in the Operating Environment,Any disease or extreme weather event plus ongoing construction causes significant stress to the forest health and safety.
1216,370,460441,RECREATION,Recreation Administration,Parks & Recreation,0.0,0.0,76100.0,0,0.0,0,50000.0,126100.0,Yes,0.0793021411578113,Activity related to the provision of recreation administration related services tied to grants or donations. Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to potential positive fund balance from previous years.,0,No,0,0,Yes,Granting Agency,Donors,Medium,0,Yes,"Community Safety, Health and Well-Being",Work with service partners to identify a sustainable funding source for youth program scholarships.,0,0,0,0,0,0
1216,370,460470,RECREATION MORE,Recreation Youth,Parks & Recreation,0.0,0.0,30000.0,0,0.0,0,0.0,30000.0,Yes,0.333333333333333,Activity related to the provision of youth recreation related services tied to grants or donations.  Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to potential positive fund balance from previous years.,0,No,0,0,Yes,Granting Agency,Grantor and donors,Medium,0,Yes,"Community Safety, Health and Well-Being",Work with service partners to identify a sustainable funding source for youth program scholarships.,Work with partners to expand the school community center programs and realize the Currents Center for Recreation and Creativity to serve all ages and demographics.,0,Demand for service is increasing,0,Low/No Risk,0
1216,370,460471,RECREATION ADULTS,Recreation Adults,Parks & Recreation,1.0,0.0,15000.0,0,0.0,0,0.0,15000.0,Yes,0.333333333333333,Activity related to the provision of adult recreation related services tied to grants or donations.  Fee offset component.  Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to potential positive fund balance from previous years.,0,No,0,0,Yes,Granting Agency,Donors or Grantors,Medium,0,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is stable,Demand for service is low but stable.,Low/No Risk,0
1216,370,460473,RECREATION SPECIAL EVENTS,0,Parks & Recreation,0.0,0.0,70000.0,0,0.0,0,0.0,70000.0,Yes,0.142857142857143,Activity related to the provision of special event related services tied to grants or donations. Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to potential positive fund balance from previous years.,0,No,0,0,Yes,0,Donors or Grantors,Low,0,Yes,"Community Safety, Health and Well-Being",0,0,0,0,0,0,0
1216,370,460476,YOUTH DRUG,Youth Scholarship,Parks & Recreation,0.0,0.0,25000.0,0,0.0,0,0.0,25000.0,Yes,0.2,Activity related to the provision of Share the Fun Scholarship program related services tied to grants or donations.  Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to potential positive fund balance from previous years.,"Lowell School, Franklin School, CS Porter Community schools and Mid Day Move",No,0,0,Yes,Granting Agency,Grantors and Donors,High,High level of disruption if this program were discontinued,Yes,"Community Safety, Health and Well-Being","Develop parks and recreation acceptable levels of services and access by all residents, particularly in underserved and growing neighborhoods.",Work with partners to expand the school community center programs and realize the Currents Center for Recreation and Creativity to serve all ages and demographics.,0,Demand for service is increasing,WE have growing demand for participation in the community schools afterschool programming. Especially at Lowell School where large housing units for low to moderate income families are living,Financial Risk,Grants have end dates
1216,370,460484,CONSERVATION LANDS MGMT,0,Parks & Recreation,0.0,0.0,110000.0,0,0.0,0,6800.0,116800.0,Yes,0.171232876712329,"Activity related to the provision of Conservation Lands Management Program related services tied to grants, permits or donations.  Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to potential positive fund balance from previous years.",0,No,0,0,Yes,Granting Agency,Donors or grantors,Medium,0,Yes,Community Design and Livability,"Update the Parks, Recreation, Open Space, and Trails (PROST) Plan, applying an equity and climate lens to meet needs of the community and following the Growth Policy.",Leverage City-owned land to create opportunities for growth and redevelopment.,Prioritize climate and environmental sustainability projects such as Clark Fork River Access and Restoration; Flynn-Lowney ditch restoration; reforesting of urban centers and addressing aging and failing urban forest; and rehabilitation of Fort Missoula Ponds to wildlife parkland and wetlands.,Demand for service is increasing,0,Low/No Risk,0
1216,370,460500,PARK MAINTENANCE CONTRACTS,Restitution,Parks & Recreation,0.0,0.0,2000.0,0,0.0,0,0.0,2000.0,Yes,1.0,"Activity related to the provision of restitution programs related services tied to restitution payments. This fund offsets repair costs for vandalism or damage done in City parks, trails, open space or trees. Payments by insurance companies or offenders are managed within here and tied directly to the specific incidents. Fee offset component.",0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,Dependent on vandalism/graffiti and restitution.,Low/No Risk,0
1216,370,460501,PARK MAINTENANCE ROUTINE,Developed Parks and Trails,Parks & Recreation,0.0,0.0,0.0,0,0.0,0,150000.0,150000.0,Yes,0.1,"Activity related to the provision of Developed Parks and Trail program related services tied to grants, donations and dedications in parks.  Program is not supported by tax payer dollars.  Expending authority is greater than associated revenues due to potential positive fund balance from previous years.",0,No,0,0,Yes,Granting Agency,Donors and grantors,Medium,0,Yes,Community Design and Livability,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.",0,0,Demand for service is stable,Requests for dedication benches and other amenities are steady.  Donations come in from other organizations with special requests we are unable to fund otherwise,Low/No Risk,0
1219,370,460441,RECREATION,Fort Missoula Fees for Services Programs,Parks & Recreation,2.25,179490.0,64461.0,0,0.0,0,5000.0,248951.0,Yes,1.03757365907347,Maximizes the use and community benfits derived from Fort Missoula Regional Park facilities. Fee offset component.,0,No,0,0,No,0,0,High,Significant Public Investment,Yes,Community Design and Livability,"Develop parks and recreation acceptable levels of services and access by all residents, particularly in underserved and growing neighborhoods.",Increase diversity and inclusion in public outreach efforts through direct outreach by the City's Community Engagement and Communications Specialists and other community organizations.,0,Demand for service is increasing,"Trend of increasing field use/rentals by outside organizations for tournaments, games, practices,",Low/No Risk,0
1219,370,460473,RECREATION SPECIAL EVENTS,Fort Missoula Regional Park Special Events,Parks & Recreation,0.0,0.0,7000.0,0,0.0,0,0.0,7000.0,Yes,3.42857142857143,"Program development and delivery to reach non tradional, including non sport user visitors to Fort Missoula. Spotlighting community access to shelters, open spaces, playgrounds, cultural, and visitors.",0,No,0,0,No,0,0,Medium,0,Yes,"Community Safety, Health and Well-Being",Ensure base funding for the City’s equity efforts.,0,0,Demand for service is increasing,Unmet demands and significant potential,Low/No Risk,0
1219,370,460477,CONCESSIONS,Fort Missoula Regional Park Concessions,Parks & Recreation,2.1,79747.0,11000.0,0,0.0,0,0.0,90747.0,Yes,0.881571842595347,Activity related to the provision of services for concession components of Fort Missoula Regional Park.  Fee offset component,0,No,0,0,Yes,Required by Federal Law,State and County DPHHS set standards for operations and license the facilities.,Medium,0,0,0,0,0,0,0,0,0,0
1221,370,460503,SPORTS FACILITIES MAINTENANCE,Fort Missoula Sports Facility Maintenance,Parks & Recreation,3.62,273139.0,305061.56,0,0.0,0,0.0,578200.56,Yes,1.0,"Activity related to the provision of operations and maintenance baseline services at Fort Missoula Regional Park. Fort Missoula Park program provides a well maintained, high quality, year round outdoor athletic faciities, safe neighborhood and community park, recreation trails, recreation facilities ensuring the community has access to green spaces, healthy lifestyles, social opportunities and economic vitality.","Integrated Pest Management, Turf Management, asset management, multi-modal transportation route management",No,0,0,No,0,0,High,High level of disruption if this program were discontinued,Yes,Organizational Excellence and Resilience,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.","Acquire and implement key system upgrades, including Human Resources and Payroll, Finance and Asset Management.","Increase diversity of applicants in the hiring process to increase diversity of City staff members’ lived, educational, and professional experiences",Demand for service is increasing,"Increasing demand for rectangular sports fields, commuter trails, indoor and outdoor and recreation spaces, higher level of service expected by sports groups and community members",Financial Risk,"Obligation to maintenance agreement with Missoula County, multiple sports user group agreements and demand, Missoula County Public School sports programs, area youth camp providers"
1221,370,460520,CAPITAL MAINTENANCE & IMPROVEMENTS,Fort Missoula Regional Park Capital Maintenance and Improvements,Parks & Recreation,0.0,0.0,0.0,0,0.0,0,146967.0,146967.0,No,1.0,Activity related to the provision of operations and maintenance cyclical maintenance services at Fort Missoula Regional Park.,"Integrated Pest Management, Turf Management, asset management, multi-modal transportation route management",No,0,0,No,0,0,High,High level of disruption if this program were discontinued,Yes,Community Design and Livability,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.","Acquire and implement key system upgrades, including Human Resources and Payroll, Finance and Asset Management.","Develop parks and recreation acceptable levels of services and access by all residents, particularly in underserved and growing neighborhoods.",Demand for service is increasing,"Increasing demand for rectangular sports fields, commuter trails, indoor and outdoor and recreation spaces, higher level of service expected by sports groups and community members",Financial Risk,Obligation to maintenance agreement with Missoula County
2384,370,460484,CONSERVATION LANDS MGMT,Conservation and Stewardship Mill Levy,Parks & Recreation,6.32,499588.0,21651.0,0,0.0,211663,0.0,732902.0,Yes,0.114338615531135,"Activity related to the Conservation and Stewardship Mill Levy to provision services for the Conservation Lands Program. The CL program manages all natural, cultural, and recreational resources across roughly 4700ac. of public natural areas. Resources managed include 75ish mi. of natural surface trail, 172 trailheads and access point, critical elk winter range, the Moon-Randolph Homestead, important Salish cultural sites,  over 2 dozen State and/or Federal threatened/endangered/sensitive species, and several regionally unique and/or threatened habitat types.","CL Program functional work teams =Natural Resource Management, Rec. Resource Management, Program Support, Research & Monitoring. Other programs = Moon-Randolph Homestead caretakers, Ci/USFSTrail ranger and Trail ambasadors, Ci/Co/FWP/Clark Fork Coalition River ambassadors",Yes,Required by State Law,Legal manadate to have a plan and program to control State listed Noxious weeds.,Yes,Required by Federal Law,"Legal requirements (State & Federal) to maintian habitats for threatened/endangered/sensitive species. Legal requiremnts (State & Local) to maintian streamside/riparian vegetation. Legal requirements (Federal) to manage a nationally listed historic site. Multiple Granting agency (State, Local & Fed.) requirements for individual projects.",High,Significant Public Investment,Yes,Community Design and Livability,Prioritize climate and environmental sustainability projects such as Clark Fork River Access and Restoration; Flynn-Lowney ditch restoration; reforesting of urban centers and addressing aging and failing urban forest; and rehabilitation of Fort Missoula Ponds to wildlife parkland and wetlands.,"Work in partnership with federal, state, tribal and nonprofit agencies to advance ecosystem resiliency and protect resources.","Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.",Demand for service is increasing,"Balancing our City's climate resilency & habitat protection goals with every increaseing levels of public recreation is difficult. As use has increased improved trails, increased signage, paved parking lots, hardened river access points, outdoor classrooms, bike parks, seasonal closures, stewardship programs and plant propagation facilities  have been developed.",Low/No Risk,0
2384,370,469000,CULTURE & REC ONETIME EXPENSES,Conservation and Steward ship Mill Levy one time expense,Parks & Recreation,0.0,0.0,2500.0,0,0.0,0,0.0,2500.0,0,0.0,Activity related one time expenses related to the provision of services related to Conservation and Stewardship Mill Levy.  One time expending authority to support operational supplies. As approved by FY24 New Request #1.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,370,460400,CIP PARK MAINT & IMPROVEMENTS,Park Asset Management,Parks & Recreation,0.0,0.0,0.0,0,0.0,0,444044.3,444044.3,No,0.0,"Activity related to the provision of system wide cyclical maintenance and repair activities.
Investments in cyclical maintenance to playground, parks, infrastructure and facilities ensuring the facilities meet life-cycle goals and deliver benefits while continuing to meet revenue goals.","Integrated Pest Management, Turf Management, asset management, multi-modal transportation route management, risk management",No,0,0,Yes,Required by State Law,"Requirements/legal obligations to: State Law to manage invasive weeds, ADA, AASHTO, OSHA, MSCA, BNSF, CDBG, LWCF, USACE, Health Department, deed restrictions",High,Significant Public Investment,Yes,Community Design and Livability,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.","Acquire and implement key system upgrades, including Human Resources and Payroll, Finance and Asset Management.",0,Demand for service is increasing,"Increasing demand for rectangular sports fields, commuter trails, indoor and outdoor and recreation spaces, higher level of service expected by sports groups and community members",Financial Risk,"We are unable to sufficiently meet the demands of cyclical maintenance to keep facilities in good repair,  provide an adequate level of service as population grows"
2513,370,460410,PARKS & RECREATION ADMINISTRATION,0,Parks & Recreation,8.13,895934.0,492892.0,0,0.0,14688,0.0,1403514.0,No,0.0,Activity related ot the provision of department wide administrative services.,"Yes,  Safety and training, administrative staffing, Department wide marketing and communications",No,0,0,Yes,Required by Federal Law,"Requirements/legal obligations to: State Law to manage invasive weeds, ADA, AASHTO, OSHA, MSCA, BNSF, CDBG, LWCF, USACE, Health Department, deed restrictions",High,Internal Organizational (City) Dependence,Yes,Community Design and Livability,"Develop parks and recreation acceptable levels of services and access by all residents, particularly in underserved and growing neighborhoods.",Develop action strategies to address displacement and gentrification.,"Update the Parks, Recreation, Open Space, and Trails (PROST) Plan, applying an equity and climate lens to meet needs of the community and following the Growth Policy.",Demand for service is increasing,"Parks and Recreation is a growing component of equity, climate mitigation, and opportunities in our community",Changes in the Operating Environment,Continued efforts at State level to put requirements and restrictions on special districts
2513,370,460411,NMT ADMIN,"Projects, Planning and Open Space Management",Parks & Recreation,5.0,544492.0,26876.0,0,0.0,0,0.0,571368.0,No,0.0,"Activity related to the provision of services from the Projects, Planning and Open Space functional work team.","Open Space Lands Management,  Projects and Planning",No,0,0,Yes,Required by State Law,Multiple based on specific projects,High,Internal Organizational (City) Dependence,Yes,Community Design and Livability,Prepare a citywide Land Use Plan with responsive zoning and subdivision regulations and revised project review processes.,Develop action strategies to address displacement and gentrification.,"Update the Parks, Recreation, Open Space, and Trails (PROST) Plan, applying an equity and climate lens to meet needs of the community and following the Growth Policy.",Demand for service is increasing,significant grant and funding opportunities,Low/No Risk,0
2513,370,460432,PARK ADMIN,Park Operations Admin,Parks & Recreation,0.0,0.0,97067.0,0,0.0,0,0.0,97067.0,No,0.0,Activity related to the maintenance of the Operations facility and Operation staff supplies and support.,"Facility maintenance contracts, CDL random testing, CBA Clothing allowance, Admin supplies, Dept cell phone and software charges.",No,0,0,No,0,0,High,High level of disruption if this program were discontinued,Yes,Organizational Excellence and Resilience,"Invest in technology systems that support the collection, dissemination and use of relevant data to drive management decisions.","Coordinate the planning and execution of necessary facility improvement projects to support operations and service delivery for Police, Public Works & Mobility, Parks and Recreation and Fire","Evaluate and revise business processes, technologies, and staffing levels to achieve greater efficiency and effectiveness.",Demand for service is increasing,"Community needs/requests demand for more staff, who require more supplies and support",Low/No Risk,0
2513,370,460433,PARK AREAS,Urban Camping and Security,Parks & Recreation,0.75,70125.0,72960.0,0,0.0,382213,0.0,525298.0,No,0.0,"General Department Safety and Training,  Park and Recreation participation on urban encampment coordinated efforts to support safe and equitable public spaces.",0,No,0,0,Yes,Required by State Law,Community of Missoula expects parks to be open and free for use by all without being obstructed by urban encampments.  Youth camps provided by parks also necessitate the expeditious cleanup of urban encampments and the refuse left behind in high priority parks for safety.  Environmental health and pollution reduction.,High,Internal Organizational (City) Dependence,Yes,"Community Safety, Health and Well-Being","Work with community partners to determine a long-term, sustainable plan for Emergency Shelter",Continue support of the Mobile Support Team.,Continue support for the Missoula Crisis Intervention Team.,Demand for service is increasing,Urban camping in parks continues to pose signficant risk to environmental and community safety.  Pollution in sensitive ecosystems damages available resources for wildlife and poses health hazards to the community's water supplies.  Damage in the river corridor increases the risk to critical infrastructure through erosion.,Changes in Program Requirements,Increased urban encampment pressures and the anticipated ordinance changes will alter the approach to cleanup operations.  Site restoration and remediation is identified as being under reported and increased tracking must occur.  Shelter security continues to be partly funded from this program as well.
2513,370,460439,URBAN FORESTRY\ GREENWAY & HORTICULTURE,Urban Forestry,Parks & Recreation,6.39,562631.67,221949.33,0,0.0,0,0.0,784581.0,No,0.0,"Activity related to the provision of services for the Urban Forestry Program.  Missoula Urban Forestry is responsible for the maintenance/management of an estimated 40,000+ trees located in City rights-of-way, parks, open spaces, and other city owned parcels.  Management tasks include, but are not limited to:risk mitigation/liability managment, pruning, tree and stump removal, tree planting and establishment, grant application and execution, volunteer management, development review and compliance checks, perrmit review, and policy and municipal code development and review.","Trees for Missoula non-profit, Downtown holiday decorations for the BID, Ball&Burlap tree nursery, assists with snow removal on City sidewalks and commuter trails.",No,0,0,Yes,0,The tree industry has very specific risk management best practices and mandates.,High,High level of disruption if this program were discontinued,Yes,Community Design and Livability,Prioritize climate and environmental sustainability projects such as Clark Fork River Access and Restoration; Flynn-Lowney ditch restoration; reforesting of urban centers and addressing aging and failing urban forest; and rehabilitation of Fort Missoula Ponds to wildlife parkland and wetlands.,Promote regulations that increase urban tree canopy to combat urban heat desert effect.,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.",Demand for service is increasing,"Urban Forestry receives more resident requests for service than any other program in parks.  Call volumes trail only aquatics/rec programming and shelter rentals.  This trend has increased substantially post-pandemic, as residents continue to spend more time outdoors.  Population growth and housing  development have exacerbated demand for UF supplied services. Unfortunately, the UF program has not received significant investment of funds into the program in a decade.",Changes in the Operating Environment,Any disease or extreme weather event plus ongoing construction causes significant stress to the forest health and safety.
2513,370,460441,RECREATION,Recreation Administration,Parks & Recreation,7.12,706541.0,35946.0,0,0.0,10000,0.0,752487.0,Yes,0.0843868399055399,Activity related to the provision of administrative and customer experience services related to Recreation programming services. Administer and manage parks related public infrastructure for maximum benefit of the public.,"Administration of, Currents, Splash, Youth Programs, Fort Missoula Regional Park, Fee policies and other processes",No,0,0,No,0,0,High,High level of disruption if this program were discontinued,Yes,"Community Safety, Health and Well-Being",Work with partners to expand the school community center programs and realize the Currents Center for Recreation and Creativity to serve all ages and demographics.,Work with service partners to identify a sustainable funding source for youth program scholarships.,Ensure base funding for the City’s equity efforts.,Demand for service is increasing,accessible and quality youth programming and child care needs are increasing,Financial Risk,Reduction in services to populations most in need
2513,370,460470,RECREATION MORE,Recreation Youth Programming,Parks & Recreation,16.51,864366.0,167418.0,0,0.0,0,0.0,1031784.0,Yes,0.824962395230009,Activity related to the direct provision of recreaton programming services for youth.  Fee offset component.,0,No,0,0,Yes,Granting Agency,Grants and or partnership agreements,High,Lack of Readily Available alternatives,Yes,Community Design and Livability,Work with partners to expand the school community center programs and realize the Currents Center for Recreation and Creativity to serve all ages and demographics.,Work with service partners to identify a sustainable funding source for youth program scholarships.,"Develop parks and recreation acceptable levels of services and access by all residents, particularly in underserved and growing neighborhoods.",Demand for service is increasing,"In the last 5 years, the community has become reliant on our out of school services in order to remain in Missoula. For the past 10 years, we have seen significant growth in our youth programs. Currently we have 1.5 people on the waitlist for every 1 spot in our summer camp programs.",Financial Risk,"Youth programs, particularly the out of school Lowell program are subsidized by CIty taxes.  Loss of funding would reduce or eliminate program services."
2513,370,460471,RECREATION ADULTS,Recreation Adult Programming,Parks & Recreation,2.44,132639.0,34579.0,0,0.0,0,0.0,167218.0,Yes,0.281070219713189,Activity related to the direct provision of recreation programming services for adults.  Fee offset component,0,No,0,0,No,0,0,Medium,0,Yes,Community Design and Livability,Create formal relationships with organizations in the nonprofit sector to partner on fundraising and grant-writing opportunities for community priorities,"Develop parks and recreation acceptable levels of services and access by all residents, particularly in underserved and growing neighborhoods.",0,Demand for service is stable,Adult programming has been steady in demand,Low/No Risk,0
2513,370,460474,SPRAY DECKS,0,Parks & Recreation,0.09,3233.0,22762.0,0,0.0,0,0.0,25995.0,No,0.0,Activity related to the maintenance ofspray decks located through out Park system.,0,No,0,0,Yes,Required by State Law,State & County DPHHS establish operating standards and license the operation of each of the spray decks. Annual and surprise inspections occur.,Medium,0,Yes,"Community Safety, Health and Well-Being",Ensure base funding for the City’s equity efforts.,0,0,Demand for service is stable,"The spray decks are free to use splash pads.  Spray decks perform an important role in meeting various goals of the City of Missoula lenses of climate, equity and housing.",Low/No Risk,0
2513,370,460476,YOUTH DRUG,Community based and School Partnership programs,Parks & Recreation,5.5,275534.0,19746.0,0,0.0,0,0.0,295280.0,Yes,0.0,Activity related to the provision of non-fee based recreation services. Expending authority related to $140K MCPS 21st Century Grant and two $25K Play specialists grants will be loaded as associated revenue in a Q3 budget ammendments.  Also recieved a three year National Recreation and Park Administraion technical assistance grant to support programs.,"Lowell, Franklin, CS Porter Programs",No,0,0,Yes,Granting Agency,"MCPS contract, interlocal agreement and grant agreements",High,Significant Public Investment,Yes,"Community Safety, Health and Well-Being",Work with partners to expand the school community center programs and realize the Currents Center for Recreation and Creativity to serve all ages and demographics.,Ensure base funding for the City’s equity efforts.,Work with service partners to identify a sustainable funding source for youth program scholarships.,Demand for service is increasing,Demand is growing for access to affordable childcare for school age children in regards to working families.,Financial Risk,Grant Funded
